objective,metric,verbosity,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,lambda_l1,lambda_l2,device,random_state,scale_pos_weight,score,trial_number,training_score
binary,average_precision,-1,gbdt,229,12,0.2903905389978072,0.6279533795064479,0.9066840523212818,2,26,0.0027754700919027904,1.357453692291837e-08,cpu,42,27.580278281911674,0.9029205727538504,15,1.0
binary,average_precision,-1,gbdt,176,11,0.09363045096579481,0.8514687815291954,0.7267864855600858,8,55,1.425973430558263e-05,5.340125890191308e-07,cpu,42,27.580278281911674,0.8941448888581218,16,0.9999575951083957
binary,average_precision,-1,gbdt,134,17,0.031254829369234835,0.7784784322890468,0.9137934849623306,5,54,0.0013944743864346876,0.0002871921118778577,cpu,42,27.580278281911674,0.8517162519780477,17,0.9591603174425565
binary,average_precision,-1,gbdt,223,14,0.1934614615546747,0.9240222205865467,0.6636870732370433,3,71,8.608352715151855e-06,0.3459291196777031,cpu,42,27.580278281911674,0.8947521312794151,18,1.0
binary,average_precision,-1,gbdt,181,11,0.11578579905464984,0.6598699104111564,0.752775944532041,10,100,0.3373810134372881,1.6203765981257874e-07,cpu,42,27.580278281911674,0.8966213948166615,19,0.999996937267257
binary,average_precision,-1,gbdt,236,17,0.010504182952553504,0.7945553036003302,0.8728344142842408,6,10,4.758102807764204e-05,4.915632257798701e-06,cpu,42,27.580278281911674,0.8128509585283591,20,0.9111841695773033
binary,average_precision,-1,gbdt,226,12,0.27635601840768204,0.6327175789646087,0.9335858356286348,1,25,0.0031465825232240003,1.0916737875281723e-08,cpu,42,27.580278281911674,0.9042745761805975,21,1.0
binary,average_precision,-1,gbdt,205,12,0.18830655552323025,0.6005940197970611,0.9392644889670724,1,18,0.0007106827008311811,1.7160005145515877e-08,cpu,42,27.580278281911674,0.9083242817700637,22,1.0
binary,average_precision,-1,gbdt,192,12,0.23650965501192286,0.6029403107454808,0.9378632031218548,1,30,0.0009129580202350931,7.032524919837479e-07,cpu,42,27.580278281911674,0.9073008445880874,23,1.0
binary,average_precision,-1,gbdt,159,14,0.12703803714440928,0.648790898185196,0.9955226299598341,2,32,0.0005305445506646664,1.589698557844559e-06,cpu,42,27.580278281911674,0.9065480529042199,24,0.9999999963404471
binary,average_precision,-1,gbdt,136,14,0.22044567555886216,0.6685417640978988,0.9951073643272987,2,33,0.0006560092002080095,1.871549766712618e-06,cpu,42,27.580278281911674,0.8999513704995568,25,1.0
binary,average_precision,-1,gbdt,159,14,0.07351786658471492,0.664559220189531,0.9476506669005342,1,21,0.013636287398555835,6.289287691462205e-05,cpu,42,27.580278281911674,0.8997871533289146,26,0.9996497126559376
binary,average_precision,-1,gbdt,188,16,0.14407501144459745,0.6024147514671214,0.9969112989815968,3,34,0.15449560278477076,2.2518610942376536e-07,cpu,42,27.580278281911674,0.908158645972938,27,1.0
binary,average_precision,-1,gbdt,16,18,0.16290450482256383,0.6056942225193683,0.8827610588238243,3,47,0.39885494095259005,2.3864452755678825e-07,cpu,42,27.580278281911674,0.7648038539786534,28,0.8459273129721582
binary,average_precision,-1,gbdt,178,16,0.01927556280389581,0.6016906674819994,0.9661543982739003,3,17,0.9763244715885152,1.4065900145147872e-07,cpu,42,27.580278281911674,0.8376805367239095,29,0.9402321169678218
binary,average_precision,-1,gbdt,196,16,0.13781075229470158,0.6945501478274776,0.939131604715238,1,24,0.0389121268179786,2.4151119122552523e-05,cpu,42,27.580278281911674,0.9080500600299697,30,1.0
binary,average_precision,-1,gbdt,191,16,0.13548993751250893,0.6913312085755084,0.9394027796082246,1,24,0.06755647508149902,5.3931880005177326e-05,cpu,42,27.580278281911674,0.9101471414800479,31,1.0
binary,average_precision,-1,gbdt,190,16,0.13535029645913293,0.6971567527538056,0.975825720096632,1,22,0.0695341573995824,0.0004029809310570737,cpu,42,27.580278281911674,0.9084436818524868,32,1.0
binary,average_precision,-1,gbdt,170,17,0.17099979821808348,0.6950411920492185,0.9688957935962446,2,19,0.23330818682110643,0.0017340875173269858,cpu,42,27.580278281911674,0.9062045866250974,33,1.0
binary,average_precision,-1,gbdt,213,18,0.08045201617115423,0.7189235609466237,0.9952482169525046,3,38,1.804231105323556,0.010525156687700802,cpu,42,27.580278281911674,0.9078707767467619,34,0.9999898201395537
binary,average_precision,-1,gbdt,124,16,0.13533680108972182,0.7630261588799996,0.9633146761999714,1,17,0.010030397724720683,0.00016889609248453693,cpu,42,27.580278281911674,0.9043582884626329,35,0.9999999634100039
binary,average_precision,-1,gbdt,188,18,0.12021268712619992,0.6423037716342747,0.8559119478352052,2,49,0.11196297517382844,0.08344614988573983,cpu,42,27.580278281911674,0.9072159530031239,36,1.0
binary,average_precision,-1,gbdt,148,15,0.06853539442861614,0.680323021503208,0.980008940749147,2,37,1.8712924119621936,0.000866636721042745,cpu,42,27.580278281911674,0.8958501187476181,37,0.9980183565783147
binary,average_precision,-1,gbdt,239,19,0.051411489127348754,0.7193285770553383,0.8166756191833298,3,28,0.006731078671816638,9.686083281397413e-05,cpu,42,27.580278281911674,0.9029887998056364,38,0.9998904535529407
binary,average_precision,-1,gbdt,168,15,0.1470086834268386,0.6269484070401822,0.9220165688047322,1,22,0.11595795407880946,9.746366494877213e-06,cpu,42,27.580278281911674,0.9078625362858327,39,1.0
binary,average_precision,-1,gbdt,107,17,0.20613241075309097,0.761229292091657,0.9519935050819438,2,36,0.01963271815499714,2.6968670101590868e-05,cpu,42,27.580278281911674,0.8993006442738307,40,1.0
binary,average_precision,-1,gbdt,200,16,0.1429163303655835,0.7012963348514878,0.9413751966614583,1,14,0.035487446479209074,0.00047242632859450037,cpu,42,27.580278281911674,0.9098846730727745,41,1.0
binary,average_precision,-1,gbdt,205,16,0.08887992373574277,0.6992125965264017,0.8956798941534284,1,14,0.09854935506825313,0.003142801338997191,cpu,42,27.580278281911674,0.9095850005912155,42,1.0
binary,average_precision,-1,gbdt,205,15,0.0911188928280128,0.7302952797776203,0.8891550798373263,1,13,0.030373676508129947,0.00402355103813187,cpu,42,27.580278281911674,0.909139124433705,43,1.0
binary,average_precision,-1,gbdt,218,15,0.0909901539767805,0.7415238184863371,0.8746918075292716,1,14,0.046193169470811514,0.006997661706795073,cpu,42,27.580278281911674,0.9098539933603179,44,1.0
binary,average_precision,-1,gbdt,218,15,0.06263578059964993,0.7405944494891311,0.8669106561145914,2,15,0.02596853096591816,0.006405071202001073,cpu,42,27.580278281911674,0.9054080714940173,45,0.9999909528114058
binary,average_precision,-1,gbdt,254,15,0.09221825102506154,0.7153003327379529,0.8935934098930893,1,12,0.6462577228165685,0.03250428498783031,cpu,42,27.580278281911674,0.909721414763272,46,1.0
binary,average_precision,-1,gbdt,242,14,0.04447873270862024,0.7140838102197774,0.81867740663632,4,10,0.7855909710762248,0.01926519036090379,cpu,42,27.580278281911674,0.8963758451576074,47,0.9990694000434412
binary,average_precision,-1,gbdt,254,13,0.10893814235469777,0.7543853250108827,0.8987286585428511,2,13,4.249491914717465,0.11635893364948473,cpu,42,27.580278281911674,0.9042608826495531,48,0.9999999853604602
binary,average_precision,-1,gbdt,232,17,0.08483409519285401,0.6780797050913588,0.845137631171993,1,14,0.0030144069083930638,2.1302000078207235,cpu,42,27.580278281911674,0.908037794000121,49,0.9999999450834496
