n_estimators,objective,verbosity,boosting_type,num_leaves,max_depth,learning_rate,min_child_samples,device,random_state,scale_pos_weight,reg_alpha,reg_lambda,colsample_bytree,subsample,score,training_score,cv_scores,cv_std
300,binary,-1,gbdt,238,12,0.01951823478230913,85,cpu,42,28.556556556556558,0.06788881377353641,0.41463067097610223,0.9253294624245761,0.9623946017386814,0.8219052402455476,0.9888277029845151,"[np.float64(0.7691499627399427), np.float64(0.853968094318119), np.float64(0.8425976636785809)]",0.037591321265705
300,binary,-1,gbdt,410,14,0.045969575260839834,92,cpu,42,28.556556556556558,0.16696903073955055,0.2762332147243183,0.8293277718858721,0.9299608357411933,0.8268757819326025,0.9999178410971054,"[np.float64(0.7801728020290263), np.float64(0.8590473128780873), np.float64(0.8414072308906941)]",0.03380009242626295
300,binary,-1,gbdt,341,10,0.10299410458908466,78,cpu,42,28.556556556556558,0.059207877451737945,0.3956250564789647,0.8309779081507691,0.8446855118292892,0.7752071073715143,0.9076377140203773,"[np.float64(0.7661447593219846), np.float64(0.84387115670116), np.float64(0.7156054060913983)]",0.0527549069376458
300,binary,-1,gbdt,302,12,0.010246351273323745,61,cpu,42,28.556556556556558,0.30320257733315853,0.21191724408790202,0.8176613055665158,0.9662168804798965,0.8223440494468507,0.9843282305248128,"[np.float64(0.7683196061159923), np.float64(0.8570506594189895), np.float64(0.8416618828055703)]",0.038714200403480545
300,binary,-1,gbdt,412,14,0.040834033880535005,93,cpu,42,28.556556556556558,0.14990833732546976,0.28554093583000734,0.8444812878162801,0.9286227669380939,0.8287536593969677,0.9998830019780801,"[np.float64(0.7812687128626296), np.float64(0.8596193006364088), np.float64(0.8453729646918651)]",0.03407691919259448
300,binary,-1,gbdt,457,14,0.031143562858754976,90,cpu,42,28.556556556556558,0.13271164243387845,0.443988033702226,0.8466073590471691,0.9059913612971708,0.8267219191896666,0.999345132198915,"[np.float64(0.7794881063416005), np.float64(0.8589506989796438), np.float64(0.8417269522477558)]",0.034131502262041986
300,binary,-1,gbdt,389,15,0.038874362642718735,90,cpu,42,28.556556556556558,0.04636240993853996,0.3088873915419195,0.8779460475780515,0.9318867560949975,0.8263292558002943,0.9999140542944515,"[np.float64(0.7777315789070877), np.float64(0.8585917153343066), np.float64(0.8426644731594886)]",0.03497351293370651
300,binary,-1,gbdt,326,13,0.02313402137512073,80,cpu,42,28.556556556556558,0.1553197627540034,0.38880854394213893,0.8408342007349597,0.9649630543252044,0.825026743980541,0.9961412982331685,"[np.float64(0.7766731693068121), np.float64(0.8552965878342078), np.float64(0.843110474800603)]",0.0345511840174627
300,binary,-1,gbdt,449,15,0.014203521055268077,95,cpu,42,28.556556556556558,0.04477994807426252,0.28973901633712734,0.8173762634890631,0.9402050378533426,0.8251701339815302,0.9941646000975095,"[np.float64(0.7696722165752604), np.float64(0.8619498399129669), np.float64(0.8438883454563628)]",0.03992967587168162
300,binary,-1,gbdt,481,11,0.051460319199613705,88,cpu,42,28.556556556556558,0.2019618690975995,0.1973890073811711,0.9078435735985735,0.9118353499926041,0.8248383039834826,0.9993907690603617,"[np.float64(0.7808747540773248), np.float64(0.8526121527477875), np.float64(0.8410280051253355)]",0.03144459051832934
300,binary,-1,gbdt,244,13,0.02987470991795749,76,cpu,42,28.556556556556558,0.1140797393747208,0.33134561299780374,0.8147291577201456,0.8903760297355156,0.8284017204692903,0.9984466757615328,"[np.float64(0.7829559925640908), np.float64(0.8573751871028013), np.float64(0.8448739817409787)]",0.0325377285880016
300,binary,-1,gbdt,236,14,0.06741956298375512,76,cpu,42,28.556556556556558,0.1307226303160533,0.33001206941915623,0.8108096976949305,0.8542321457716722,0.8245994870055408,0.9999735997703677,"[np.float64(0.7794610292103077), np.float64(0.8540847889191606), np.float64(0.8402526428871538)]",0.03241339584247759
300,binary,-1,gbdt,241,16,0.039248733835165264,68,cpu,42,28.556556556556558,0.23872639894131586,0.2542307187788332,0.8690870105702768,0.8875273681668925,0.8256667688040279,0.9999060427828951,"[np.float64(0.7788277170374075), np.float64(0.8581910528686784), np.float64(0.8399815365059975)]",0.033944260185759315
